Real,Previsto
45,45.67145342625341
45,45.55555051097487
45,45.439647595696336
45,45.2939783660033
45,45.01715830738626
45,44.74033824876921
45,44.54348769177507
45,44.48282579731918
45,44.422163902863296
45,44.38489770415564
45,44.36639497070971
45,44.34789223726379
45,44.32640699067424
45,44.303873379502264
45,44.281339768330284
45,44.17205513462009
45,44.05572605697446
45,43.947154079069286
45,43.90142442817543
45,43.85569477728158
45,43.81816757650445
45,43.800256612563096
45,43.782345648621735
45,43.77546160944101
45,43.78053139594281
45,43.78560118244461
45,43.804621809410015
45,43.83067622832465
45,43.856730647239274
45,43.869388363909586
45,43.87967808738449
45,43.88885896473843
45,43.867258273774205
45,43.84565758280998
45,43.82523357009744
45,43.80898750991147
45,43.79274144972549
45,43.777288977099644
45,43.76300370542133
45,43.74871843374302
45,43.7682879228394
45,43.81141202143703
46,43.854536120034666
46,43.88437754346652
47,43.91035578309791
48,43.93633402272931
49,44.031619517349085
49,44.12981792558431
50,44.22144519001574
51,44.27421424829973
52,44.326983306583706
52,44.38278564730929
53,44.44475694219879
53,44.50672823708829
54,44.56908246297401
54,44.631797885934546
55,44.694513308895075
55,44.77886752397795
55,44.87251394402787
56,44.966160364077794
56,45.049725358653845
56,45.13197469550296
57,45.21316712560454
57,45.28021814342409
57,45.34726916124364
58,45.41203787777241
58,45.47012182112166
58,45.528205764470904
58,45.567839878061825
58,45.583944620157155
58,45.600049362252484
58,45.62431379143097
59,45.65348493667282
59,45.68265608191467
59,45.6742989361516
59,45.657107811234454
59,45.639916686317314
59,45.631054272179725
59,45.62223845222831
59,45.61266060450812
60,45.59959751350435
60,45.58653442250058
60,45.59851106926125
60,45.65416389983241
60,45.70981673040357
60,45.732518930716374
60,45.72819327228561
60,45.72386761385485
61,45.79854169174639
61,45.90179332576967
61,46.00504495979295
61,46.00733890963026
61,46.000774242700885
61,46.00216470694536
61,46.07186323086928
61,46.14156175479321
61,46.189417789047944
61,46.18361270685577
61,46.17780762466359
61,46.19253459061623
61,46.23002142225433
61,46.26750825389242
61,46.2654878099625
62,46.2430469387875
62,46.2206060676125
62,46.2200482886466
62,46.22352824662868
62,46.22587578346538
62,46.19058379842257
62,46.15529181337977
62,46.129297432234885
62,46.13741439006617
62,46.14553134789745
62,46.13640600766867
62,46.10132710380941
62,46.06624819995015
62,46.05950336443236
62,46.072929687090976
62,46.0863560097496
62,46.05577856892728
