Real,Previsto
62,46.01199204177976
62,45.968205514632245
62,45.981490846268564
62,45.99752161717582
62,46.004678240944685
62,45.95690389392684
62,45.90912954690901
62,45.880691364884264
62,45.89258526949748
62,45.9044791741107
62,45.88926140756703
62,45.84789495272175
62,45.806528497876485
62,45.80850157371206
62,45.82958225826462
62,45.85066294281719
62,45.84198264432273
62,45.82920550164299
62,45.82053193952787
62,45.87189554523851
62,45.92325915094915
62,45.959542274363926
62,45.95033120537774
62,45.94112013639157
62,45.959888169861316
62,46.015154583778376
62,46.07042099769544
62,46.067191822816675
62,46.027945139331045
62,45.988698455845416
62,45.99938019759554
62,46.02224171089972
62,46.0451032242039
62,45.997603866417464
62,45.94931282513072
62,45.911006389412044
62,45.920146799352906
63,45.92928720929376
63,45.921643992291834
63,45.88401142637276
63,45.84637886045368
63,45.84474406080521
63,45.87330687582875
63,45.90186969085229
63,45.88900429192932
63,45.8607219049919
63,45.83243951805448
63,45.8675973144822
63,45.90874185576325
63,45.94176856088867
63,45.900705719128766
63,45.85964287736886
63,45.835499842751965
63,45.854071027148045
63,45.87264221154412
63,45.86115538263394
63,45.815596859115466
63,45.770038335597
63,45.76887880156126
63,45.791241285357856
63,45.813603769154454
63,45.78202736795963
63,45.74007466384771
63,45.70005684381685
63,45.73993835466279
63,45.77981986550873
63,45.79859418237585
63,45.73730187674999
63,45.67600957112412
63,45.638947650394456
63,45.63921593395716
63,45.63948421751986
63,45.60842410828454
63,45.55454548217949
63,45.500666856074446
63,45.472046409459956
63,45.451247257041096
63,45.43044810462223
63,45.39711985784426
63,45.36311188014066
63,45.32485772621908
63,45.25904765788299
63,45.1932375895469
63,45.14431171629324
63,45.131513596709425
63,45.11871547712561
63,45.08934764864756
63,45.04363897465779
63,44.99793030066801
63,45.0044625018421
63,45.034635018241865
63,45.06480753464162
63,45.043665037244196
63,45.01508676555449
63,44.990311607649325
63,45.02683902193767
63,45.06336643622601
63,45.069012764360494
63,44.97866303039385
63,44.8883132964272
63,44.83873652800529
63,44.843567840229134
63,44.84839915245298
63,44.746139469098146
63,44.57637117628556
63,44.40660288347298
63,44.37799535682562
63,44.38504690873917
63,44.39209846065271
63,44.2936254608889
63,44.193361379625614
62,44.115002302614556
62,44.1449010152137
61,44.17479972781284
60,44.16196962463082
59,44.07091550830612
58,43.97986139198143
57,43.9632651337371
56,44.01054486743769
56,44.05782460113828
55,44.04660873068772
54,44.01300704249471
54,43.979405354301704
53,44.03020714873914
52,44.089539769904924
52,44.14412702104322
51,44.15253544743645
51,44.16094387382968
50,44.1819713030578
50,44.23574504464245
50,44.2895187862271
49,44.324783325169065
49,44.33859275233904
49,44.35240217950901
48,44.424253375103454
48,44.52761651793263
48,44.6309796607618
48,44.789222619661146
47,44.95845986558624
47,45.12917804623633
47,45.38032237425976
47,45.631466702283205
47,45.90934922320294
46,46.2921699943253
46,46.67499076544765
46,47.08974419042627
46,47.55485735625349
46,48.01997052208071
46,48.618495280749414
46,49.316431104957765
46,50.014366929166115
45,50.77448684383859
45,51.5544600277601
45,52.33443321168161
45,53.2310876843897
45,54.134798105239746
45,55.007119553479164
45,55.66551832968752
45,56.32391710589587
45,57.043310211583076
45,57.89661975621498
45,58.74992930084694
45,59.6050622683555
45,60.462033938820696
45,61.319005609285895
45,62.261380542728176
45,63.24341320317407
45,64.22544586361997
45,64.98581692224576
45,65.71244142290215
45,66.43198209015355
45,67.02457300612103
45,67.61716392208847
45,68.15051191806907
45,68.49400541023222
45,68.83749890239537
45,69.14049920910534
45,69.38822098962103
47,69.63594277013671
48,69.81279330707855
50,69.94390999805282
52,70.0750266890271
53,70.20058902256228
55,70.32469942757392
56,70.44880983258555
57,70.52824491682799
58,70.60666320856359
60,70.68172550275285
60,70.73952018563531
61,70.79731486851777
62,70.85133674901945
63,70.89828085225477
64,70.94522495549009
65,70.97916126837485
66,71.00168604716616
67,71.02421082595748
69,71.01195845598106
69,70.98602437825299
69,70.96009030052491
70,70.90318113443861
71,70.84293104973125
71,70.78212394461083
71,70.7155167539197
72,70.64890956322859
72,70.57476141122497
72,70.48049120429057
72,70.38622099735618
72,70.3076723051632
72,70.24776005901626
72,70.18784781286932
72,70.1391117037442
72,70.09659262322214
72,70.05407354270007
71,70.00797481438063
71,69.9611300754278
71,69.91418185389539
72,69.85907000663997
71,69.80395815938455
71,69.73718305518673
71,69.6230157027089
71,69.50884835023106
70,69.3783382527883
71,69.2214420507476
70,69.06454584870691
70,68.89984975778812
70,68.72920816333728
70,68.55856656888642
70,68.37993175899446
70,68.1986670186986
70,68.01740227840273
70,67.88963817302245
70,67.76544606848967
70,67.64682389169151
70,67.56814062853596
70,67.48945736538039
70,67.40207921003325
70,67.29510803970236
70,67.18813686937146
70,67.07396763433128
70,66.95237666590438
