Real,Previsto
93,69.10917774521923
93,68.5104646634555
93,67.91175158169175
93,67.01834828625326
93,64.82653547793204
92,62.63472266961082
92,60.93100600627285
92,60.05852074773721
92,59.18603548920157
92,58.83097483597687
92,58.89089130981858
92,58.95080778366029
92,59.316677257301855
92,59.79009036057231
92,60.26350346384276
92,60.75171403647301
92,61.24112620811894
92,61.731150111905414
92,62.22612982037473
92,62.72110952884405
92,63.301099187113785
92,64.08439094231187
92,64.86768269750996
92,65.69654396104167
92,66.57480521331763
92,67.45306646559361
92,68.10488690143467
92,68.64253947794346
92,69.18019205445226
92,69.49874592558939
92,69.77857203865754
92,70.05530707279014
92,70.24623375567144
92,70.43716043855272
92,70.61463364970939
92,70.7443385213881
92,70.87404339306683
92,70.98898377448769
92,71.08220868570115
92,71.17543359691462
92,71.22712470651615
92,71.24991847773202
92,71.2727122489479
93,71.30496657688894
93,71.33997244915581
93,71.37497832142267
93,71.3674570981128
93,71.35814850411924
93,71.35330030001235
93,71.37482843994678
93,71.39635657988121
93,71.42177188424422
93,71.4550927297658
93,71.48841357528735
93,71.55599016433237
93,71.65587825199816
93,71.75576633966395
93,71.80001571749897
93,71.82037252809057
93,71.84072933868217
93,71.86734453701885
93,71.89477647463674
93,71.91727828674694
93,71.87381501956403
93,71.83035175238115
93,71.79082603465355
93,71.76283324866388
92,71.73484046267421
92,71.7156526930796
92,71.70769410578626
92,71.69973551849293
92,71.72292484219659
92,71.76484453554211
91,71.80676422888763
91,71.91474045252416
91,72.03826606559345
91,72.16179167866274
91,72.38353915298411
91,72.60583612023557
91,72.83204767064778
91,73.07616312853939
90,73.32027858643102
90,73.55013966535665
90,73.75513719013169
90,73.96013471490673
90,74.06259109975225
90,74.08093779007332
90,74.09928448039437
90,74.05761429958251
90,73.99423347031158
90,73.93085264104066
90,73.7522361336407
90,73.56350817490717
90,73.35722130358019
89,73.00016190278417
89,72.64310250198814
89,72.24887892876933
89,71.76335298964644
89,71.27782705052353
89,70.85705874828507
89,70.50807457139067
89,70.15909039449626
88,69.92508759251241
88,69.75051609190638
88,69.57594459130034
85,69.42597959077929
79,69.28055483409601
73,69.13616257698918
69,69.0260886391377
65,68.91601470128622
63,68.80742665922159
62,68.70429011793343
61,68.60115357664526
60,68.39492528075934
59,68.033520545897
57,67.67211581103467
57,67.2424370869805
56,66.76415378490644
56,66.28587048283238
55,65.7891808191443
55,65.28696591851605
54,64.78475101788779
53,64.24567647431283
53,63.704828799225865
