Real,Previsto
53,63.19827473063968
52,62.90399808629335
52,62.609721441947016
51,62.31358870405999
51,62.01358445775761
51,61.71358021145524
51,61.32992356703611
50,60.86558578454262
50,60.40124800204913
50,59.91154505343696
50,59.41065906565422
49,58.909773077871485
50,58.38919059670607
49,57.86589673116679
49,57.35172796051534
49,56.97106329550534
49,56.59039863049533
49,56.206962430059704
48,55.81516517303289
48,55.423367916006065
48,55.033028200676874
48,54.64458982980581
48,54.25615145893474
47,53.83272409881902
48,53.387752956561656
48,52.94278181430429
47,52.54583953089852
47,52.160613630015355
47,51.77538772913221
47,51.46680448977134
47,51.15908361509708
47,50.85313638103138
49,50.55561748713757
50,50.25809859324376
49,49.960233744946414
49,49.66175073781175
49,49.36326773067708
48,49.07805472377331
48,48.803973584070945
47,48.52989244436857
47,48.32473927065774
47,48.145236771313975
47,47.96573427197022
47,47.800119914437204
50,47.635816157805664
51,47.47492493747752
53,47.345179118904404
55,47.215433300331284
57,47.085338597029406
59,46.95436313080932
61,46.82338766458923
63,46.72176618945736
66,46.65341837781424
70,46.58507056617112
73,46.52454827606336
76,46.46817184736476
77,46.41179541866615
79,46.4036437664292
80,46.4047691856177
81,46.40661161983908
82,46.43806255718306
82,46.46951349452704
82,46.49531423675113
82,46.4996819054871
82,46.504049574223075
83,46.50315291368649
83,46.49414583773352
82,46.485138761780554
82,46.440281293139634
81,46.36931163943995
81,46.29834198574026
81,46.19282971519967
81,46.07662118807812
81,45.960412660956564
81,46.00632243734412
81,46.061027488262226
81,46.13434845011168
81,46.32847891727601
81,46.52260938444034
81,46.79474146094318
81,47.23377654432756
81,47.67281162771196
81,48.21374571978113
81,48.855171375663765
81,49.49659703154641
81,50.2810056548367
81,51.13011768155997
81,51.97922970828322
81,53.118605041815805
81,54.30004082267267
81,55.46125613762286
81,56.29653679974389
81,57.1318174618649
82,57.932278896868866
81,58.624502277291874
81,59.31672565771488
81,59.97714539352667
81,60.59512585032797
81,61.21310630712927
81,61.9020438386311
81,62.63571168026162
81,63.36937952189212
81,64.18982920056857
81,65.03220112031062
81,65.87457304005267
81,66.71832855996426
81,67.56210756389568
81,68.34655216391745
81,68.8377573132121
81,69.32896246250674
81,69.75324831990105
81,70.05502444999745
81,70.35680058009385
81,70.56192586566823
81,70.6841362148568
81,70.8063465640454
81,70.91373022690944
81,71.01543983096852
81,71.11714943502761
81,71.08210334585903
80,71.03323508861537
80,70.98287549601764
80,70.91800320713857
80,70.8531309182595
80,70.75900438842677
80,70.58896310331933
80,70.4189218182119
80,70.18505309500188
81,69.87719821230958
80,69.5693433296173
80,69.27633478265061
79,68.99138658533752
79,68.70643838802444
78,68.45442569846541
79,68.20901110728784
78,67.967007497512
79,67.91024641616903
78,67.85348533482606
78,67.8156408799808
78,67.85203770584228
79,67.88843453170375
78,67.92619925512624
78,67.96612123635104
78,68.00604321757585
78,68.07040117052456
78,68.15296748104426
78,68.23553379156397
78,68.29570315868558
77,68.3487219420434
77,68.40174072540123
79,68.46657827663806
79,68.53213053212716
79,68.59638834319581
79,68.6518242341382
79,68.7072601250806
78,68.77467954480316
79,68.86840946771422
79,68.96213939062527
79,69.1041716279912
78,69.29491094781025
78,69.4856502676293
78,69.68930225885076
78,69.89895035817761
78,70.10859845750448
77,70.24547608194456
77,70.37127486806054
77,70.49623254383943
77,70.60611663699869
78,70.71600073015796
78,70.80162673165371
78,70.8095133516781
77,70.8173999717025
77,70.82929894903731
74,70.8466753220426
69,70.86405169504789
66,70.86019865561994
64,70.84264608688723
63,70.82509351815452
62,70.83373236198406
61,70.84921773295707
60,70.86470310393008
59,70.93420512374018
58,71.00493654096336
57,71.08732277281585
57,71.22967651241915
56,71.37203025202245
55,71.50976501902657
55,71.63883459343461
55,71.76790416784263
54,71.92320206172417
54,72.10150965624044
53,72.27981725075671
53,72.37345551040245
53,72.43378393481812
52,72.4941123592338
52,72.4841846451596
52,72.46667922739621
52,72.42966837414534
51,72.18955330375508
51,71.94943823336482
51,71.63088431390666
51,71.10302673086429
50,70.57516914782191
50,69.76788537207499
50,68.62936689980901
50,67.49084842754303
49,65.98796763177181
49,64.28240043526296
49,62.57683323875411
49,61.45706893768803
49,60.459387929117575
48,59.46481212302901
49,58.715202290512195
50,57.965592457995385
51,57.2642421205992
54,56.75898846408049
56,56.25373480756175
58,55.75686226086107
59,55.27352139692114
59,54.79018053298121
58,54.39050018509083
57,54.05459047565977
56,53.718680766228715
55,53.379741423227095
55,53.039805269180064
54,52.69986911513304
53,52.38962833851481
52,52.08137019095343
52,51.761635067405116
52,51.35960480922329
51,50.95757455104147
50,50.58482749191538
50,50.27806700803705
51,49.97130652415871
54,49.68132912079475
57,49.40865630609673
