Real,Previsto
55,55.7138133806684
54,55.94896453152364
53,55.93322317063564
52,56.4855510917523
52,56.359483689261815
52,56.46643088648541
51,56.18010723766824
50,55.92569157264142
50,55.55811131855221
51,55.19775420660158
54,54.6513244007156
57,54.86809656785054
