nome_modelo,mse_mean,mse_std,mse_conf_95_inf,mse_conf_95_sup,rmse_mean,rmse_std,rmse_conf_95_inf,rmse_conf_95_sup,tempo_seg_mean,tempo_seg_std,tempo_conf_95_inf,tempo_conf_95_sup,memoria_mb_mean,memoria_mb_std,memoria_conf_95_inf,memoria_conf_95_sup
ViTime_full_5seg,86.748474664148801593910320661962,0.000000000000000000000000000000,86.748474664148801593910320661962,86.748474664148801593910320661962,9.313886120419805791925682569854,0.000000000000007226896453227138,9.313886120419802239212003769353,9.313886120419809344639361370355,0.267424310999999970128726545227,0.064421757881853197735821936476,0.243368831266171481431115353189,0.291479790733828458826337737264,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_fixed_5seg,0.113980963430834816851877633326,0.000000000000000042345096405628,0.113980963430834802974089825511,0.113980963430834830729665441140,0.337610668419756621005944907665,0.000000000000000000000000000000,0.337610668419756621005944907665,0.337610668419756621005944907665,0.267919403566666658456085770013,0.054365592320430193573610466728,0.247618957765729008624333573607,0.288219849367604308287837966418,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_moving_5seg,0.113980963430834816851877633326,0.000000000000000042345096405628,0.113980963430834802974089825511,0.113980963430834830729665441140,0.337610668419756621005944907665,0.000000000000000000000000000000,0.337610668419756621005944907665,0.337610668419756621005944907665,0.270066965533333314120056911634,0.050431779879551719147912081098,0.251235429438675050839435698435,0.288898501627991577400678124832,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_full_10seg,67.728663590795648019593500066549,0.000000000000028907585812908553,67.728663590795633808738784864545,67.728663590795662230448215268552,8.229742619960580540805494820233,0.000000000000005420172339920354,8.229742619960578764448655419983,8.229742619960582317162334220484,0.272794682733333293533917185414,0.051139860251331582807754472242,0.253698745082534427019993472641,0.291890620384132160047840898187,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_fixed_10seg,1.785737288675911305091403846745,0.000000000000000451681028326696,1.785737288675911083046798921714,1.785737288675911527136008771777,1.336314816454532650169539920171,0.000000000000000451681028326696,1.336314816454532428124934995139,1.336314816454532872214144845202,0.272626556866666647227503972317,0.051512443974616732578208910809,0.253391494167136965831588213405,0.291861619566196328623419731230,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_moving_10seg,1.785737288675911305091403846745,0.000000000000000451681028326696,1.785737288675911083046798921714,1.785737288675911527136008771777,1.336314816454532650169539920171,0.000000000000000451681028326696,1.336314816454532428124934995139,1.336314816454532872214144845202,0.275089943200000019984940990980,0.048630201562343419730005678048,0.256931127504837653052760515493,0.293248758895162386917121466468,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_full_30seg,28.443331685660300678364365012385,0.000000000000014453792906454277,28.443331685660293572937007411383,28.443331685660307783791722613387,5.333229011177027523160631972132,0.000000000000002710086169960177,5.333229011177026634982212272007,5.333229011177028411339051672257,0.277123962766666676049709394647,0.049762238322769103415765812315,0.258542437598125618425370930709,0.295705487935207733674047858585,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_fixed_30seg,19.905427864368935075845001847483,0.000000792716507146370895265546,19.905427568363727175437816185877,19.905428160374142976252187509090,4.461549939692362798382418986876,0.000000088838691543680243241237,4.461549906519450381381375336787,4.461549972865275215383462636964,0.277800666933333384456261683226,0.046685009873525105950076152794,0.260368197751946639506570591038,0.295233136114720129405952775414,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_moving_30seg,19.905428189115848880419434863143,0.000000355742419693268483478347,19.905428056279447446286212652922,19.905428321952250314552657073364,4.461549976086319979629024601309,0.000000039867582934408719418287,4.461549961199519742649499676190,4.461549990973120216608549526427,0.278929119933333302672195941341,0.045718687271467266242108706820,0.261857481541643011269115959294,0.296000758325023594075275923387,7.257667986551920691340455960017,0.003803041662336291341833804935,7.256247907456857326735644164728,7.259088065646984055945267755305
ViTime_full_1min,30.904078713895270169587092823349,0.000000000000000000000000000000,30.904078713895270169587092823349,30.904078713895270169587092823349,5.559143703295973182321176864207,0.000000000000000000000000000000,5.559143703295973182321176864207,5.559143703295973182321176864207,0.283968644133333336654345657735,0.070440660889914574749326448000,0.257665669079742976066427218029,0.310271619186923697242264097440,7.257666269938151337726139900042,0.003793639543155097847149104240,7.256249701652088823777830839390,7.259082838224213851674448960694
