nome_modelo,mse,rmse,tempo_consumo (s),memoria_consumo (mb)
ViTime_full_5seg_run1,86.74847466414877,9.31388612041981,0.60844185,7.277803421020508
ViTime_full_5seg_run2,86.74847466414877,9.31388612041981,0.25322206,7.257091522216797
ViTime_full_5seg_run3,86.74847466414877,9.31388612041981,0.253778825,7.256969451904297
ViTime_full_5seg_run4,86.74847466414877,9.31388612041981,0.253638329,7.256969451904297
ViTime_full_5seg_run5,86.74847466414877,9.31388612041981,0.254055355,7.256969451904297
ViTime_full_5seg_run6,86.74847466414877,9.31388612041981,0.254336804,7.256969451904297
ViTime_full_5seg_run7,86.74847466414877,9.31388612041981,0.255480999,7.256969451904297
ViTime_full_5seg_run8,86.74847466414877,9.31388612041981,0.254453961,7.256969451904297
ViTime_full_5seg_run9,86.74847466414877,9.31388612041981,0.257695617,7.256969451904297
ViTime_full_5seg_run10,86.74847466414877,9.31388612041981,0.255481719,7.256969451904297
ViTime_full_5seg_run11,86.74847466414877,9.31388612041981,0.256307262,7.256969451904297
ViTime_full_5seg_run12,86.74847466414877,9.31388612041981,0.255567551,7.256969451904297
ViTime_full_5seg_run13,86.74847466414877,9.31388612041981,0.257842441,7.256969451904297
ViTime_full_5seg_run14,86.74847466414877,9.31388612041981,0.256088778,7.256969451904297
ViTime_full_5seg_run15,86.74847466414877,9.31388612041981,0.256005128,7.256969451904297
ViTime_full_5seg_run16,86.74847466414877,9.31388612041981,0.25512263,7.256969451904297
ViTime_full_5seg_run17,86.74847466414877,9.31388612041981,0.255937431,7.256969451904297
ViTime_full_5seg_run18,86.74847466414877,9.31388612041981,0.256150104,7.256969451904297
ViTime_full_5seg_run19,86.74847466414877,9.31388612041981,0.256781024,7.256969451904297
ViTime_full_5seg_run20,86.74847466414877,9.31388612041981,0.256143254,7.256969451904297
ViTime_full_5seg_run21,86.74847466414877,9.31388612041981,0.255642399,7.256969451904297
ViTime_full_5seg_run22,86.74847466414877,9.31388612041981,0.2543875,7.256969451904297
ViTime_full_5seg_run23,86.74847466414877,9.31388612041981,0.256375436,7.256969451904297
ViTime_full_5seg_run24,86.74847466414877,9.31388612041981,0.254999753,7.256969451904297
ViTime_full_5seg_run25,86.74847466414877,9.31388612041981,0.255422982,7.256969451904297
ViTime_full_5seg_run26,86.74847466414877,9.31388612041981,0.255589791,7.256969451904297
ViTime_full_5seg_run27,86.74847466414877,9.31388612041981,0.257189093,7.256969451904297
ViTime_full_5seg_run28,86.74847466414877,9.31388612041981,0.254220608,7.256969451904297
ViTime_full_5seg_run29,86.74847466414877,9.31388612041981,0.25878554,7.256969451904297
ViTime_full_5seg_run30,86.74847466414877,9.31388612041981,0.257585106,7.256969451904297
ViTime_fixed_5seg_run1,0.1139809634308348,0.3376106684197566,0.555471274,7.277803421020508
ViTime_fixed_5seg_run2,0.1139809634308348,0.3376106684197566,0.256567642,7.257091522216797
ViTime_fixed_5seg_run3,0.1139809634308348,0.3376106684197566,0.255390993,7.256969451904297
ViTime_fixed_5seg_run4,0.1139809634308348,0.3376106684197566,0.255813925,7.256969451904297
ViTime_fixed_5seg_run5,0.1139809634308348,0.3376106684197566,0.255098876,7.256969451904297
ViTime_fixed_5seg_run6,0.1139809634308348,0.3376106684197566,0.255967838,7.256969451904297
ViTime_fixed_5seg_run7,0.1139809634308348,0.3376106684197566,0.257435536,7.256969451904297
ViTime_fixed_5seg_run8,0.1139809634308348,0.3376106684197566,0.258130205,7.256969451904297
ViTime_fixed_5seg_run9,0.1139809634308348,0.3376106684197566,0.257814442,7.256969451904297
ViTime_fixed_5seg_run10,0.1139809634308348,0.3376106684197566,0.256814274,7.256969451904297
ViTime_fixed_5seg_run11,0.1139809634308348,0.3376106684197566,0.255498774,7.256969451904297
ViTime_fixed_5seg_run12,0.1139809634308348,0.3376106684197566,0.2570735,7.256969451904297
ViTime_fixed_5seg_run13,0.1139809634308348,0.3376106684197566,0.259693869,7.256969451904297
ViTime_fixed_5seg_run14,0.1139809634308348,0.3376106684197566,0.255591721,7.256969451904297
ViTime_fixed_5seg_run15,0.1139809634308348,0.3376106684197566,0.257824991,7.256969451904297
ViTime_fixed_5seg_run16,0.1139809634308348,0.3376106684197566,0.256796995,7.256969451904297
ViTime_fixed_5seg_run17,0.1139809634308348,0.3376106684197566,0.256991483,7.256969451904297
ViTime_fixed_5seg_run18,0.1139809634308348,0.3376106684197566,0.258116652,7.256969451904297
ViTime_fixed_5seg_run19,0.1139809634308348,0.3376106684197566,0.256435239,7.256969451904297
ViTime_fixed_5seg_run20,0.1139809634308348,0.3376106684197566,0.256574064,7.256969451904297
ViTime_fixed_5seg_run21,0.1139809634308348,0.3376106684197566,0.257242695,7.256969451904297
ViTime_fixed_5seg_run22,0.1139809634308348,0.3376106684197566,0.25768555,7.256969451904297
ViTime_fixed_5seg_run23,0.1139809634308348,0.3376106684197566,0.256640579,7.256969451904297
ViTime_fixed_5seg_run24,0.1139809634308348,0.3376106684197566,0.256542529,7.256969451904297
ViTime_fixed_5seg_run25,0.1139809634308348,0.3376106684197566,0.26159024,7.256969451904297
ViTime_fixed_5seg_run26,0.1139809634308348,0.3376106684197566,0.262724084,7.256969451904297
ViTime_fixed_5seg_run27,0.1139809634308348,0.3376106684197566,0.261984065,7.256969451904297
ViTime_fixed_5seg_run28,0.1139809634308348,0.3376106684197566,0.262345175,7.256969451904297
ViTime_fixed_5seg_run29,0.1139809634308348,0.3376106684197566,0.261645011,7.256969451904297
ViTime_fixed_5seg_run30,0.1139809634308348,0.3376106684197566,0.264079886,7.256969451904297
ViTime_moving_5seg_run1,0.1139809634308348,0.3376106684197566,0.536674018,7.277803421020508
ViTime_moving_5seg_run2,0.1139809634308348,0.3376106684197566,0.260407733,7.257091522216797
ViTime_moving_5seg_run3,0.1139809634308348,0.3376106684197566,0.258154019,7.256969451904297
ViTime_moving_5seg_run4,0.1139809634308348,0.3376106684197566,0.259721915,7.256969451904297
ViTime_moving_5seg_run5,0.1139809634308348,0.3376106684197566,0.259610452,7.256969451904297
ViTime_moving_5seg_run6,0.1139809634308348,0.3376106684197566,0.258336055,7.256969451904297
ViTime_moving_5seg_run7,0.1139809634308348,0.3376106684197566,0.259909558,7.256969451904297
ViTime_moving_5seg_run8,0.1139809634308348,0.3376106684197566,0.255637882,7.256969451904297
ViTime_moving_5seg_run9,0.1139809634308348,0.3376106684197566,0.258486787,7.256969451904297
ViTime_moving_5seg_run10,0.1139809634308348,0.3376106684197566,0.260815555,7.256969451904297
ViTime_moving_5seg_run11,0.1139809634308348,0.3376106684197566,0.258432362,7.256969451904297
ViTime_moving_5seg_run12,0.1139809634308348,0.3376106684197566,0.261058514,7.256969451904297
ViTime_moving_5seg_run13,0.1139809634308348,0.3376106684197566,0.257681888,7.256969451904297
ViTime_moving_5seg_run14,0.1139809634308348,0.3376106684197566,0.258656412,7.256969451904297
ViTime_moving_5seg_run15,0.1139809634308348,0.3376106684197566,0.258661621,7.256969451904297
ViTime_moving_5seg_run16,0.1139809634308348,0.3376106684197566,0.264401513,7.256969451904297
ViTime_moving_5seg_run17,0.1139809634308348,0.3376106684197566,0.267464406,7.256969451904297
ViTime_moving_5seg_run18,0.1139809634308348,0.3376106684197566,0.260471181,7.256969451904297
ViTime_moving_5seg_run19,0.1139809634308348,0.3376106684197566,0.265084675,7.256969451904297
ViTime_moving_5seg_run20,0.1139809634308348,0.3376106684197566,0.263928785,7.256969451904297
ViTime_moving_5seg_run21,0.1139809634308348,0.3376106684197566,0.265057089,7.256969451904297
ViTime_moving_5seg_run22,0.1139809634308348,0.3376106684197566,0.264005887,7.256969451904297
ViTime_moving_5seg_run23,0.1139809634308348,0.3376106684197566,0.264917365,7.256969451904297
ViTime_moving_5seg_run24,0.1139809634308348,0.3376106684197566,0.26434722,7.256969451904297
ViTime_moving_5seg_run25,0.1139809634308348,0.3376106684197566,0.258272611,7.256969451904297
ViTime_moving_5seg_run26,0.1139809634308348,0.3376106684197566,0.260829288,7.256969451904297
ViTime_moving_5seg_run27,0.1139809634308348,0.3376106684197566,0.259838586,7.256969451904297
ViTime_moving_5seg_run28,0.1139809634308348,0.3376106684197566,0.259452093,7.256969451904297
ViTime_moving_5seg_run29,0.1139809634308348,0.3376106684197566,0.261719974,7.256969451904297
ViTime_moving_5seg_run30,0.1139809634308348,0.3376106684197566,0.259973522,7.256969451904297
ViTime_full_10seg_run1,67.72866359079566,8.229742619960582,0.54328107,7.277803421020508
ViTime_full_10seg_run2,67.72866359079566,8.229742619960582,0.260208495,7.257091522216797
ViTime_full_10seg_run3,67.72866359079566,8.229742619960582,0.259527152,7.256969451904297
ViTime_full_10seg_run4,67.72866359079566,8.229742619960582,0.260795378,7.256969451904297
ViTime_full_10seg_run5,67.72866359079566,8.229742619960582,0.260804701,7.256969451904297
ViTime_full_10seg_run6,67.72866359079566,8.229742619960582,0.268294633,7.256969451904297
ViTime_full_10seg_run7,67.72866359079566,8.229742619960582,0.263988768,7.256969451904297
ViTime_full_10seg_run8,67.72866359079566,8.229742619960582,0.265270081,7.256969451904297
ViTime_full_10seg_run9,67.72866359079566,8.229742619960582,0.266676148,7.256969451904297
ViTime_full_10seg_run10,67.72866359079566,8.229742619960582,0.265511579,7.256969451904297
ViTime_full_10seg_run11,67.72866359079566,8.229742619960582,0.269313105,7.256969451904297
ViTime_full_10seg_run12,67.72866359079566,8.229742619960582,0.264866645,7.256969451904297
ViTime_full_10seg_run13,67.72866359079566,8.229742619960582,0.266299457,7.256969451904297
ViTime_full_10seg_run14,67.72866359079566,8.229742619960582,0.264708816,7.256969451904297
ViTime_full_10seg_run15,67.72866359079566,8.229742619960582,0.261742613,7.256969451904297
ViTime_full_10seg_run16,67.72866359079566,8.229742619960582,0.262657204,7.256969451904297
ViTime_full_10seg_run17,67.72866359079566,8.229742619960582,0.261209084,7.256969451904297
ViTime_full_10seg_run18,67.72866359079566,8.229742619960582,0.262660964,7.256969451904297
ViTime_full_10seg_run19,67.72866359079566,8.229742619960582,0.262052636,7.256969451904297
ViTime_full_10seg_run20,67.72866359079566,8.229742619960582,0.262844883,7.256969451904297
ViTime_full_10seg_run21,67.72866359079566,8.229742619960582,0.264114327,7.256969451904297
ViTime_full_10seg_run22,67.72866359079566,8.229742619960582,0.262022738,7.256969451904297
ViTime_full_10seg_run23,67.72866359079566,8.229742619960582,0.263497108,7.256969451904297
ViTime_full_10seg_run24,67.72866359079566,8.229742619960582,0.266068352,7.256969451904297
ViTime_full_10seg_run25,67.72866359079566,8.229742619960582,0.262488056,7.256969451904297
ViTime_full_10seg_run26,67.72866359079566,8.229742619960582,0.261597363,7.256969451904297
ViTime_full_10seg_run27,67.72866359079566,8.229742619960582,0.261765498,7.256969451904297
ViTime_full_10seg_run28,67.72866359079566,8.229742619960582,0.263338017,7.256969451904297
ViTime_full_10seg_run29,67.72866359079566,8.229742619960582,0.262249399,7.256969451904297
ViTime_full_10seg_run30,67.72866359079566,8.229742619960582,0.263986212,7.256969451904297
ViTime_fixed_10seg_run1,1.7857372886759115,1.3363148164545329,0.545215748,7.277803421020508
ViTime_fixed_10seg_run2,1.7857372886759115,1.3363148164545329,0.264518943,7.257091522216797
ViTime_fixed_10seg_run3,1.7857372886759115,1.3363148164545329,0.261467254,7.256969451904297
ViTime_fixed_10seg_run4,1.7857372886759115,1.3363148164545329,0.263128653,7.256969451904297
ViTime_fixed_10seg_run5,1.7857372886759115,1.3363148164545329,0.260490095,7.256969451904297
ViTime_fixed_10seg_run6,1.7857372886759115,1.3363148164545329,0.261070592,7.256969451904297
ViTime_fixed_10seg_run7,1.7857372886759115,1.3363148164545329,0.263493526,7.256969451904297
ViTime_fixed_10seg_run8,1.7857372886759115,1.3363148164545329,0.261062583,7.256969451904297
ViTime_fixed_10seg_run9,1.7857372886759115,1.3363148164545329,0.261333377,7.256969451904297
ViTime_fixed_10seg_run10,1.7857372886759115,1.3363148164545329,0.262152356,7.256969451904297
ViTime_fixed_10seg_run11,1.7857372886759115,1.3363148164545329,0.264817979,7.256969451904297
ViTime_fixed_10seg_run12,1.7857372886759115,1.3363148164545329,0.261982952,7.256969451904297
ViTime_fixed_10seg_run13,1.7857372886759115,1.3363148164545329,0.263285955,7.256969451904297
ViTime_fixed_10seg_run14,1.7857372886759115,1.3363148164545329,0.263330923,7.256969451904297
ViTime_fixed_10seg_run15,1.7857372886759115,1.3363148164545329,0.261653806,7.256969451904297
ViTime_fixed_10seg_run16,1.7857372886759115,1.3363148164545329,0.262083074,7.256969451904297
ViTime_fixed_10seg_run17,1.7857372886759115,1.3363148164545329,0.264167345,7.256969451904297
ViTime_fixed_10seg_run18,1.7857372886759115,1.3363148164545329,0.263654348,7.256969451904297
ViTime_fixed_10seg_run19,1.7857372886759115,1.3363148164545329,0.263476446,7.256969451904297
ViTime_fixed_10seg_run20,1.7857372886759115,1.3363148164545329,0.264337427,7.256969451904297
