nome_modelo,Real,Previsto
ViTime_10_min_full,81,77.70494262156438
,81,77.70016621328757
,81,77.69538980501078
,81,77.69061339673397
,80,77.68583698845717
,80,77.68106058018036
,80,77.67628417190356
,80,77.67150776362675
,80,77.66673135534995
,80,77.66195494707314
,80,77.65717853879634
,80,77.65240213051953
,81,77.64762572224274
,80,77.64284931396593
,80,77.67440764218634
,79,77.70776944637888
,79,77.74113125057141
,78,77.77449305476395
,79,77.80785485895649
,78,77.84121666314901
,79,77.87457846734155
,78,77.90794027153409
,78,77.94130207572663
,78,77.97466387991916
,79,78.0080256841117
,78,78.04138748830424
,78,78.07474929249678
,78,78.09607976515632
,78,78.11615350886925
,78,78.13622725258219
,78,78.15630099629512
,78,78.17637474000806
,77,78.19644848372099
,77,78.21652222743393
,79,78.23659597114685
,79,78.2566697148598
,79,78.27674345857272
,79,78.29681720228567
,79,78.3168909459986
,78,78.33696468971154
,79,78.35854758219592
,79,78.3803799611871
,79,78.40221234017828
,78,78.42404471916946
,78,78.44587709816064
,78,78.46770947715181
,78,78.48954185614299
,78,78.51137423513417
,77,78.53320661412535
,77,78.55503899311653
,77,78.5768713721077
,77,78.59870375109888
,78,78.62053613009006
,78,78.58070867501587
,78,78.52649745076005
,77,78.47228622650422
,77,78.4180750022484
,74,78.36386377799258
,69,78.30965255373675
,66,78.25544132948095
,64,78.20123010522512
,63,78.1470188809693
,62,78.09280765671348
,61,78.03859643245765
,60,77.98438520820183
,59,77.93017398394602
,58,76.95186259369774
,57,75.68739996807842
,57,74.4229373424591
,56,73.15847471683978
,55,71.89401209122043
,55,70.62954946560112
,55,69.36508683998179
,54,68.10062421436247
,54,66.83616158874314
,53,65.57169896312381
,53,64.30723633750449
,53,63.04277371188517
,52,61.778311086265845
,52,60.988200215624396
,52,60.385987904236316
,52,59.78377559284825
,51,59.18156328146018
,51,58.57935097007211
,51,57.97713865868404
,51,57.37492634729597
,50,56.7727140359079
,50,56.17050172451982
,50,55.56828941313175
,50,54.966077101743686
,49,54.36386479035561
,49,53.76165247896755
,49,53.341647490916955
,49,53.01179914102504
,49,52.68195079113312
,48,52.35210244124119
,49,52.022254091349275
,50,51.69240574145735
,51,51.36255739156543
,54,51.03270904167351
,56,50.702860691781595
,58,50.37301234188968
,59,50.04316399199775
,59,49.71331564210583
,58,49.383467292213915
,57,49.138324384317045
,56,48.94472483262298
,55,48.75112528092892
,55,48.55752572923486
,54,48.3639261775408
,53,48.17032662584673
,52,47.97672707415267
,52,47.78312752245861
,52,47.58952797076454
,51,47.39592841907048
,50,47.202328867376416
,50,47.00872931568235
,51,46.81512976398829
,54,46.6886330389801
,57,46.61185414681906
